學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生小計,外國學生數男,外國學生女,外國學生數之在學比率(%)
108,私立,一般大學,1016,銘傳大學,04111032,會計學系,學士班(日間),1,0,1,0.12
108,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),318,131,187,73.78
108,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,學士班(日間),6,4,2,0.69
108,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,碩士班(日間),14,5,9,30.43
108,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,博士班,1,0,1,2.56
108,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),6,1,5,0.72
108,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,碩士班(日間),25,13,12,43.10
108,私立,一般大學,1016,銘傳大學,04133022,醫療資訊與管理學系,學士班(日間),1,1,0,0.24
108,私立,一般大學,1016,銘傳大學,04134006,公共事務學系,學士班(日間),1,0,1,0.40
108,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系,學士班(日間),46,14,32,13.22
108,私立,一般大學,1016,銘傳大學,04199027,時尚創意管理學士學位學程,學士班(日間),14,2,12,38.89
108,私立,一般大學,1016,銘傳大學,06134068,資訊科技應用學士學位學程,學士班(日間),37,31,6,61.67
108,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,學士班(日間),1,0,1,0.46
108,私立,一般大學,1016,銘傳大學,10131044,餐旅管理學系,學士班(日間),62,20,42,17.32
108,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,學士班(日間),39,18,21,58.21
108,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,學士班(日間),18,4,14,6.16
108,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,碩士班(日間),1,0,1,4.17
108,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,學士班(日間),4,2,2,1.48
108,私立,一般大學,1017,實踐大學,02112012,媒體傳達設計學系,學士班(日間),9,3,6,2.36
108,私立,一般大學,1017,實踐大學,02122009,時尚設計學系,學士班(日間),6,1,5,1.08
108,私立,一般大學,1017,實踐大學,02123014,工業產品設計學系,學士班(日間),5,1,4,1.81
108,私立,一般大學,1017,實踐大學,02123014,工業產品設計學系,碩士班(日間),1,1,0,1.30
108,私立,一般大學,1017,實踐大學,02125051,服裝設計學系,學士班(日間),13,3,10,2.36
108,私立,一般大學,1017,實踐大學,02125053,服飾設計與經營學系,學士班(日間),8,1,7,1.43
108,私立,一般大學,1017,實踐大學,02151001,音樂學系,學士班(日間),6,3,3,3.26
108,私立,一般大學,1017,實踐大學,02151001,音樂學系,碩士班(日間),2,1,1,6.25
108,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),8,1,7,1.94
108,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),8,5,3,1.81
108,私立,一般大學,1017,實踐大學,04131021,企業管理學系,碩士班(日間),1,1,0,6.25
108,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,學士班(日間),2,2,0,0.90
108,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語碩士學位學程,碩士班(日間),11,4,7,52.38
108,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),42,24,18,19.72
108,私立,一般大學,1017,實踐大學,04141026,國際貿易學系,學士班(日間),3,1,2,1.51
108,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),12,3,9,2.71
108,私立,一般大學,1017,實踐大學,04143035,行銷管理學系,學士班(日間),4,0,4,1.81
108,私立,一般大學,1017,實踐大學,04199036,管理學院創意產業博士班,博士班,1,1,0,4.00
108,私立,一般大學,1017,實踐大學,05191043,食品營養與保健生技學系,學士班(日間),1,0,1,0.22
108,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,學士班(日間),4,3,1,0.95
108,私立,一般大學,1017,實踐大學,06131040,資訊科技與通訊學系,學士班(日間),2,2,0,0.81
108,私立,一般大學,1017,實踐大學,07311041,建築設計學系,學士班(日間),1,0,1,0.42
108,私立,一般大學,1017,實踐大學,07311041,建築設計學系,碩士班(日間),1,0,1,11.11
108,私立,一般大學,1017,實踐大學,09221045,家庭研究與兒童發展學系,學士班(日間),1,0,1,0.41
108,私立,一般大學,1017,實踐大學,09231044,社會工作學系,學士班(日間),1,0,1,0.23
108,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),14,4,10,5.15
108,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,學士班(日間),5,1,4,0.96
108,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,學士班(日間),13,4,9,2.28
108,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,碩士班(日間),1,0,1,3.57
108,私立,技專校院,1018,朝陽科技大學,02123004,工業設計系,學士班(日間),2,1,1,0.40
108,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,學士班(日間),8,1,7,1.63
108,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,碩士班(日間),2,1,1,6.25
108,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),26,11,15,4.91
108,私立,技專校院,1018,朝陽科技大學,04121010,財務金融系,學士班(日間),3,2,1,0.45
108,私立,技專校院,1018,朝陽科技大學,04121010,財務金融系,碩士班(日間),3,0,3,15.00
108,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,學士班(日間),21,14,7,3.02
108,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,碩士班(日間),16,7,9,38.10
108,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系台灣產業策略發展博士班,博士班,10,7,3,23.81
108,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,學士班(日間),13,7,6,2.46
108,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,碩士班(日間),1,0,1,7.69
108,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系_國際學生產學合作專班,學士班(日間),35,8,27,100.00
108,私立,技專校院,1018,朝陽科技大學,05121017,應用化學系生化科技博士班,博士班,11,5,6,64.71
108,私立,技專校院,1018,朝陽科技大學,05311017,應用化學系,學士班(日間),1,0,1,0.40
108,私立,技專校院,1018,朝陽科技大學,05311017,應用化學系_國際學生產學合作專班,學士班(日間),23,9,14,100.00
108,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,學士班(日間),26,17,9,3.61
108,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,博士班,8,6,2,36.36
108,私立,技專校院,1018,朝陽科技大學,07191026,工業工程與管理系,學士班(日間),1,1,0,0.24
108,私立,技專校院,1018,朝陽科技大學,07191026,工業工程與管理系_國際學生產學合作專班,學士班(日間),19,4,15,100.00
108,私立,技專校院,1018,朝陽科技大學,07311028,建築系,學士班(日間),6,3,3,1.30
108,私立,技專校院,1018,朝陽科技大學,07311028,建築系建築及都市設計碩士班,碩士班(日間),3,2,1,11.11
108,私立,技專校院,1018,朝陽科技大學,07312031,景觀及都市設計系,碩士班(日間),1,1,0,4.17
108,私立,技專校院,1018,朝陽科技大學,07321025,營建工程系,博士班,1,1,0,14.29
108,私立,技專校院,1018,朝陽科技大學,09221035,幼兒保育系,學士班(日間),8,0,8,1.63
108,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,學士班(日間),19,7,12,4.05
108,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,碩士班(日間),4,1,3,10.26
108,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系_國際學生產學合作專班,學士班(日間),32,8,24,100.00
108,私立,一般大學,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,學士班(日間),1,1,0,0.44
108,私立,一般大學,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,碩士班(日間),1,0,1,6.67
108,私立,一般大學,1019,高雄醫學大學,05121005,生物科技學系,學士班(日間),2,1,1,1.33
108,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,學士班(日間),4,1,3,1.18
108,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,碩士班(日間),1,0,1,3.45
108,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,博士班,26,16,10,78.79
108,私立,一般大學,1019,高雄醫學大學,09111044,牙醫學系,學士班(日間),14,3,11,2.55
108,私立,一般大學,1019,高雄醫學大學,09121011,學士後醫學系,學士班(日間),14,8,6,5.71
108,私立,一般大學,1019,高雄醫學大學,09121011,學士後醫學系五年制,學士班(日間),3,1,2,42.86
108,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,碩士班(日間),10,4,6,13.89
108,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,博士班,6,1,5,9.52
108,私立,一般大學,1019,高雄醫學大學,09121019,熱帶醫學碩士學位學程,碩士班(日間),7,1,6,70.00
108,私立,一般大學,1019,高雄醫學大學,09131032,護理學系,碩士班(日間),4,1,3,5.41
108,私立,一般大學,1019,高雄醫學大學,09131032,護理學系,博士班,8,3,5,15.38
108,私立,一般大學,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,學士班(日間),48,15,33,27.59
108,私立,一般大學,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,碩士班(日間),6,2,4,27.27
108,私立,一般大學,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,博士班,3,2,1,37.50
108,私立,一般大學,1019,高雄醫學大學,09159030,運動醫學系,學士班(日間),1,0,1,0.45
108,私立,一般大學,1019,高雄醫學大學,09159030,運動醫學系,碩士班(日間),2,1,1,9.52
108,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,學士班(日間),2,1,1,2.13
108,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,碩士班(日間),1,1,0,4.00
108,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,博士班,2,2,0,6.25
108,私立,一般大學,1019,高雄醫學大學,09161024,藥學系四年制,學士班(日間),4,2,2,1.31
108,私立,一般大學,1019,高雄醫學大學,09161026,天然藥物研究所,碩士班(日間),2,0,2,12.50
108,私立,一般大學,1019,高雄醫學大學,09161026,天然藥物研究所,博士班,4,1,3,19.05
108,私立,一般大學,1019,高雄醫學大學,09161027,香粧品學系,學士班(日間),2,0,2,0.79
108,私立,一般大學,1019,高雄醫學大學,09191021,公共衛生學系,博士班,3,1,2,16.67
108,私立,一般大學,1019,高雄醫學大學,09191023,環境職業醫學博士學位學程,博士班,2,1,1,18.18
108,私立,一般大學,1019,高雄醫學大學,09199033,呼吸治療學系,學士班(日間),1,0,1,0.59
108,私立,一般大學,1020,南華大學,01121001,幼兒教育學系,學士班(日間),2,1,1,1.10
108,私立,一般大學,1020,南華大學,02111059,視覺藝術與設計學系,學士班(日間),3,2,1,1.95
108,私立,一般大學,1020,南華大學,02122062,產品與室內設計學系,學士班(日間),6,2,4,3.09
108,私立,一般大學,1020,南華大學,02122062,產品與室內設計學系,碩士班(日間),1,0,1,7.14
108,私立,一般大學,1020,南華大學,02151003,民族音樂學系,學士班(日間),1,0,1,0.66
108,私立,一般大學,1020,南華大學,02151003,民族音樂學系,碩士班(日間),14,6,8,43.75
108,私立,一般大學,1020,南華大學,02211010,宗教學研究所,碩士班(日間),2,0,2,3.45
108,私立,一般大學,1020,南華大學,02299011,生死學系,學士班(日間),6,2,4,1.13
108,私立,一般大學,1020,南華大學,02299011,生死學系,碩士班(日間),2,0,2,3.03
108,私立,一般大學,1020,南華大學,02311008,外國語文學系,學士班(日間),6,4,2,3.70
108,私立,一般大學,1020,南華大學,02322009,文學系,學士班(日間),1,1,0,0.78
108,私立,一般大學,1020,南華大學,03122019,國際事務與企業學系,學士班(日間),12,6,6,8.45
108,私立,一般大學,1020,南華大學,03122019,國際事務與企業學系公共政策研究碩士班,碩士班(日間),22,9,13,57.89
108,私立,一般大學,1020,南華大學,03141017,應用社會學系,學士班(日間),2,0,2,0.79
108,私立,一般大學,1020,南華大學,03214026,傳播學系,學士班(日間),6,1,5,3.14
108,私立,一般大學,1020,南華大學,04121031,財務金融學系,學士班(日間),7,4,3,3.89
108,私立,一般大學,1020,南華大學,04131029,企業管理學系,學士班(日間),29,20,9,13.06
108,私立,一般大學,1020,南華大學,04131029,企業管理學系管理科學博士班,博士班,21,13,8,45.65
108,私立,一般大學,1020,南華大學,04131029,企業管理學系管理科學碩士班,碩士班(日間),51,21,30,70.83
108,私立,一般大學,1020,南華大學,04141030,管理學院國際企業學士學位學程,學士班(日間),86,52,34,63.70
108,私立,一般大學,1020,南華大學,04199033,文化創意事業管理學系,學士班(日間),1,1,0,0.62
108,私立,一般大學,1020,南華大學,05121040,自然生物科技學系,學士班(日間),2,0,2,0.99
108,私立,一般大學,1020,南華大學,05211060,科技學院永續綠色科技碩士學位學程,碩士班(日間),21,16,5,42.86
108,私立,一般大學,1020,南華大學,06131042,資訊管理學系,學士班(日間),3,3,0,1.50
108,私立,一般大學,1020,南華大學,07141044,資訊工程學系,學士班(日間),11,9,2,4.20
108,私立,一般大學,1020,南華大學,07311045,建築與景觀學系,學士班(日間),1,1,0,0.44
108,私立,一般大學,1020,南華大學,09171040,自然生物科技學系自然療癒碩士班,碩士班(日間),1,1,0,2.63
108,私立,一般大學,1020,南華大學,10151048,旅遊管理學系,學士班(日間),35,31,4,12.03
108,私立,一般大學,1020,南華大學,10151048,旅遊管理學系旅遊管理碩士班,碩士班(日間),7,1,6,29.17
108,私立,一般大學,1021,真理大學,02151001,音樂應用學系,學士班(日間),1,0,1,0.58
108,私立,一般大學,1021,真理大學,02299013,人文與資訊學系,學士班(日間),1,1,0,0.72
108,私立,一般大學,1021,真理大學,02311006,英美語文學系,學士班(日間),5,3,2,1.67
108,私立,一般大學,1021,真理大學,02311009,應用日語學系,學士班(日間),3,1,2,0.76
108,私立,一般大學,1021,真理大學,02321002,台灣文學系,學士班(日間),3,0,3,2.31
108,私立,一般大學,1021,真理大學,04131020,企業管理學系,學士班(日間),2,1,1,0.63
108,私立,一般大學,1021,真理大學,04131020,企業管理學系,碩士班(日間),7,2,5,58.33
108,私立,一般大學,1021,真理大學,04141023,國際貿易學系,學士班(日間),2,2,0,0.80
108,私立,一般大學,1021,真理大學,04199057,運動管理學系,學士班(日間),1,1,0,0.31
108,私立,一般大學,1021,真理大學,04199062,航空事業學系,學士班(日間),1,0,1,1.18
108,私立,一般大學,1021,真理大學,06131041,資訊工程學系,學士班(日間),1,1,0,0.35
108,私立,一般大學,1021,真理大學,06134039,資訊管理學系,學士班(日間),1,0,1,0.37
108,私立,一般大學,1021,真理大學,10151044,觀光事業學系,學士班(日間),12,4,8,3.09
108,私立,一般大學,1021,真理大學,10151044,觀光事業學系,碩士班(日間),1,1,0,5.88
108,私立,一般大學,1022,大同大學,02112004,媒體設計學系,學士班(日間),1,1,0,0.28
108,私立,一般大學,1022,大同大學,04131007,事業經營學系,學士班(日間),1,0,1,0.23
108,私立,一般大學,1022,大同大學,04131007,事業經營學系,碩士班(日間),3,2,1,15.79
108,私立,一般大學,1022,大同大學,07111021,化學工程與生物科技學系,碩士班(日間),1,1,0,2.27
108,私立,一般大學,1022,大同大學,07141010,電機工程學系,學士班(日間),1,0,1,0.24
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,01114002,教育領導與評鑑研究所,碩士班(日間),1,0,1,3.13
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02112008,視覺傳達設計系,學士班(日間),5,1,4,0.72
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02112008,視覺傳達設計系,碩士班(日間),2,1,1,5.88
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02123010,創新產品設計系,學士班(日間),1,1,0,0.27
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02151003,流行音樂產業系,學士班(日間),4,2,2,1.57
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,學士班(日間),5,2,3,1.09
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,碩士班(日間),2,0,2,5.41
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311006,應用日語系,學士班(日間),1,0,1,0.20
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,03214011,資訊傳播系,學士班(日間),1,0,1,0.23
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,03214011,資訊傳播系,碩士班(日間),3,3,0,15.00
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04111013,會計資訊系,學士班(日間),1,0,1,0.28
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04121021,財務金融系,學士班(日間),2,2,0,0.35
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04121022,國際金融學士學位學程,學士班(日間),28,9,19,59.57
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,學士班(日間),5,4,1,1.15
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,碩士班(日間),5,4,1,15.63
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131016,經營管理博士學位學程,博士班,33,19,14,97.06
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131017,國際企業系,學士班(日間),4,1,3,0.99
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131020,國際商務學士學位學程,學士班(日間),50,24,26,54.95
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04132024,行銷與流通管理系,學士班(日間),4,3,1,0.85
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04132024,行銷與流通管理系,碩士班(日間),2,1,1,10.00
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199064,全球經營管理碩士班,碩士班(日間),47,22,25,61.84
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131036,資訊管理系,碩士班(日間),1,1,0,4.55
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131043,資訊工程系,學士班(日間),5,4,1,1.06
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06132038,多媒體與電腦娛樂科學系,學士班(日間),7,5,2,1.67
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06132038,多媒體與電腦娛樂科學系,碩士班(日間),2,2,0,3.64
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07111048,化學工程與材料工程系,學士班(日間),1,1,0,0.23
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,學士班(日間),1,1,0,0.12
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,碩士班(日間),7,3,4,13.73
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,博士班,18,13,5,54.55
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系_自動化國際學生產學合作專班,學士班(日間),20,20,0,100.00
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141040,電子工程系,學士班(日間),3,3,0,0.34
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141040,電子工程系,碩士班(日間),2,2,0,2.47
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系,學士班(日間),13,12,1,0.99
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系,碩士班(日間),6,6,0,9.84
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系機電科技博士班,博士班,11,10,1,50.00
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,09221055,幼兒保育系,學士班(日間),5,0,5,1.47
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10131056,餐旅管理系,學士班(日間),16,9,7,3.69
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10131056,餐旅管理系,碩士班(日間),1,0,1,5.26
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10152058,休閒事業管理系,學士班(日間),2,0,2,0.50
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10152058,休閒事業管理系,碩士班(日間),1,0,1,2.70
108,私立,技專校院,1024,崑山科技大學,02111009,視訊傳播設計系,學士班(日間),8,2,6,1.17
108,私立,技專校院,1024,崑山科技大學,02112004,視覺傳達設計系,學士班(日間),2,0,2,0.28
108,私立,技專校院,1024,崑山科技大學,02124007,空間設計系,學士班(日間),5,1,4,0.92
108,私立,技專校院,1024,崑山科技大學,04131015,企業管理系,學士班(日間),8,6,2,4.02
108,私立,技專校院,1024,崑山科技大學,04131015,企業管理系_企業管理研究所外國學生專班,碩士班(日間),5,4,1,100.00
108,私立,技專校院,1024,崑山科技大學,04131015,企業管理系_製造業提昇廠務管理效能產業國際學生產學合作專班,學士班(日間),65,28,37,100.00
108,私立,技專校院,1024,崑山科技大學,04141049,全球商務與行銷系,學士班(日間),4,2,2,3.64
108,私立,技專校院,1024,崑山科技大學,04141049,全球商務與行銷系國際商務與金融碩士班,碩士班(日間),1,0,1,11.11
108,私立,技專校院,1024,崑山科技大學,04143012,公共關係暨廣告系,學士班(日間),9,2,7,1.75
108,私立,技專校院,1024,崑山科技大學,06131023,資訊管理系,學士班(日間),8,8,0,3.24
108,私立,技專校院,1024,崑山科技大學,06131028,資訊工程系,學士班(日間),2,2,0,0.65
108,私立,技專校院,1024,崑山科技大學,06131028,資訊工程系_自動化與物聯網專班,學士班(日間),21,16,5,100.00
108,私立,技專校院,1024,崑山科技大學,06131028,資訊工程系_國際學生產學合作專班,學士班(日間),31,19,12,100.00
108,私立,技專校院,1024,崑山科技大學,07112034,材料工程系_紡織材料加工國際學生產學合作專班,學士班(日間),39,17,22,100.00
108,私立,技專校院,1024,崑山科技大學,07121038,環境工程系,學士班(日間),1,0,1,0.43
108,私立,技專校院,1024,崑山科技大學,07141025,電機工程系_國際太陽光電國際學生產學合作專班,學士班(日間),31,12,19,100.00
108,私立,技專校院,1024,崑山科技大學,07141026,電子工程系,學士班(日間),1,1,0,0.40
108,私立,技專校院,1024,崑山科技大學,07141029,電腦與通訊系_國際學生產學合作專班,學士班(日間),68,25,43,100.00
108,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_外國學生專班,學士班(日間),10,6,4,100.00
108,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_外國學生專班,碩士班(日間),1,1,0,100.00
108,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_機械工程碩士學程外國學生專班,碩士班(日間),8,7,1,100.00
108,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_機械工程學士學程外國學生專班,學士班(日間),56,45,11,100.00
108,私立,技專校院,1024,崑山科技大學,07151030,機械工程系機械與能源工程博士班,博士班,5,4,1,13.51
108,私立,技專校院,1024,崑山科技大學,10131040,餐飲管理及廚藝系,學士班(日間),9,4,5,1.16
108,私立,技專校院,1024,崑山科技大學,10151048,旅遊文化系,學士班(日間),7,2,5,2.33
108,私立,技專校院,1024,崑山科技大學,10152044,休閒遊憩與運動管理系,學士班(日間),5,4,1,2.53
108,私立,技專校院,1024,崑山科技大學,10199046,時尚展演事業學士學位學程,學士班(日間),3,0,3,2.24
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,02311002,應用外語系,學士班(日間),1,0,1,0.33
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05211027,環境資源管理系,碩士班(日間),3,1,2,10.71
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,06111006,資訊管理系_國際學生產學合作專班,學士班(日間),83,80,3,100.00
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07121009,環境工程與科學系,碩士班(日間),5,1,4,20.83
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,09161012,藥學系,學士班(日間),1,0,1,0.10
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,09161012,藥學系,碩士班(日間),1,0,1,8.33
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10121024,化粧品應用與管理系,學士班(日間),1,0,1,0.12
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10131019,餐旅管理系,學士班(日間),1,0,1,0.14
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10152022,運動管理系,學士班(日間),4,0,4,1.14
108,私立,技專校院,1026,樹德科技大學,02112009,視覺傳達設計系,學士班(日間),25,6,19,5.09
108,私立,技專校院,1026,樹德科技大學,02122004,流行設計系,學士班(日間),22,2,20,4.44
108,私立,技專校院,1026,樹德科技大學,02122005,應用設計研究所,碩士班(日間),3,2,1,7.89
108,私立,技專校院,1026,樹德科技大學,02122006,動畫與遊戲設計系,學士班(日間),12,6,6,2.28
108,私立,技專校院,1026,樹德科技大學,02123010,生活產品設計系,學士班(日間),3,1,2,0.82
108,私立,技專校院,1026,樹德科技大學,02124011,室內設計系,學士班(日間),12,6,6,2.25
108,私立,技專校院,1026,樹德科技大學,02152001,表演藝術系,學士班(日間),10,4,6,2.19
108,私立,技專校院,1026,樹德科技大學,02192002,藝術管理與藝術經紀系,學士班(日間),2,1,1,0.90
108,私立,技專校院,1026,樹德科技大學,02311003,應用外語系,學士班(日間),13,5,8,5.78
108,私立,技專校院,1026,樹德科技大學,04121026,金融管理系,學士班(日間),1,0,1,0.23
108,私立,技專校院,1026,樹德科技大學,04131017,經營管理研究所,碩士班(日間),4,2,2,16.00
108,私立,技專校院,1026,樹德科技大學,04132029,流通管理系,學士班(日間),4,3,1,0.92
108,私立,技專校院,1026,樹德科技大學,04143027,行銷管理系,學士班(日間),7,5,2,1.49
108,私立,技專校院,1026,樹德科技大學,04199048,會展行銷與活動管理系,學士班(日間),6,4,2,2.05
108,私立,技專校院,1026,樹德科技大學,06121032,資訊管理系,學士班(日間),3,2,1,1.06
108,私立,技專校院,1026,樹德科技大學,06121032,資訊管理系_國際學生產學合作專班,學士班(日間),34,22,12,100.00
108,私立,技專校院,1026,樹德科技大學,06131033,資訊工程系,學士班(日間),6,6,0,1.74
108,私立,技專校院,1026,樹德科技大學,07141034,電腦與通訊系,碩士班(日間),1,1,0,2.78
108,私立,技專校院,1026,樹德科技大學,07141036,車用電子學士學位學程,學士班(日間),1,1,0,1.89
108,私立,技專校院,1026,樹德科技大學,09221038,兒童與家庭服務系,學士班(日間),2,0,2,0.83
108,私立,技專校院,1026,樹德科技大學,09221038,兒童與家庭服務系,碩士班(日間),3,1,2,10.71
108,私立,技專校院,1026,樹德科技大學,10131046,餐旅與烘焙管理系,學士班(日間),5,2,3,1.64
108,私立,技專校院,1026,樹德科技大學,10151041,休閒與觀光管理系,學士班(日間),15,8,7,4.69
108,私立,技專校院,1026,樹德科技大學,10152044,休閒遊憩與運動管理系,學士班(日間),4,3,1,1.27
108,私立,技專校院,1026,樹德科技大學,99999045,人類性學研究所,碩士班(日間),2,2,0,4.08
108,私立,技專校院,1026,樹德科技大學,99999045,人類性學研究所,博士班,2,2,0,5.56
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,01111001,教育研究所,碩士班(日間),7,1,6,25.00
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,02211005,宗教與人文研究所,碩士班(日間),2,2,0,8.00
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,02311003,英美語文學系,學士班(日間),5,3,2,6.85
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,02322004,東方語文學系,學士班(日間),17,5,12,8.21
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,02322004,東方語文學系,碩士班(日間),3,1,2,33.33
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,03131008,人類發展與心理學系,學士班(日間),17,5,12,10.06
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,03131008,人類發展與心理學系,碩士班(日間),1,0,1,2.33
